username,in_reply_to_screen_name,full_text,Cleaned_Text,Tokenized_Text,Formalized_Text,Stopword_Removed_Text,Stemmed_Text,BERT_Label,VADER_Label
YoYoAyo17845,anakodok2009,@anakodok2009 @ekopras96808127 @ekky1995 Kenaikan Berat badan balita atau orang dewasa tergantung berapa banyak yg dimakan nat. Dan faktor2 lainnya. Mau berat badan sampai 300kg juga bisa. Mau stunting juga bisa. Apa PARAMETER yg menyebabkan dilarang membandingkan nat? https://t.co/EgZVwdHyT4,kenaikan berat badan balita atau orang dewasa tergantung berapa banyak yg dimakan nat dan lainnya mau berat badan sampai juga bisa mau stunting juga bisa apa parameter yg menyebabkan dilarang membandingkan nat,"['kenaikan', 'berat', 'badan', 'balita', 'atau', 'orang', 'dewasa', 'tergantung', 'berapa', 'banyak', 'yg', 'dimakan', 'nat', 'dan', 'lainnya', 'mau', 'berat', 'badan', 'sampai', 'juga', 'bisa', 'mau', 'stunting', 'juga', 'bisa', 'apa', 'parameter', 'yg', 'menyebabkan', 'dilarang', 'membandingkan', 'nat']","['kenaikan', 'berat', 'badan', 'balita', 'atau', 'orang', 'dewasa', 'tergantung', 'berapa', 'banyak', 'yang', 'dimakan', 'nat', 'dan', 'lainnya', 'ingin', 'berat', 'badan', 'sampai', 'ya', 'bisa', 'ingin', 'stunting', 'ya', 'bisa', 'apa', 'parameter', 'yang', 'menyebabkan', 'dilarang', 'membandingkan', 'nat']",kenaikan berat badan balita orang dewasa tergantung dimakan nat berat badan stunting parameter menyebabkan dilarang membandingkan nat,"['naik', 'berat', 'badan', 'balita', 'orang', 'dewasa', 'gantung', 'makan', 'nat', 'berat', 'badan', 'stunting', 'parameter', 'sebab', 'larang', 'banding', 'nat']",neutral,neutral
SeptiYumna,chemi___,@chemi___ @tanyarlfes Kayak Kayla udh anak 3 aja palingan stunting tuh anak,chemi tanyarlfes kayak kayla udh anak aja palingan stunting tuh anak,"['chemi', 'tanyarlfes', 'kayak', 'kayla', 'udh', 'anak', 'aja', 'palingan', 'stunting', 'tuh', 'anak']","['chemi', 'tanyarlfes', 'kayak', 'kayla', 'udh', 'anak', 'saja', 'palingan', 'stunting', 'tuh', 'anak']",chemi tanyarlfes kayak kayla udh anak palingan stunting anak,"['chemi', 'tanyarlfes', 'kayak', 'kayla', 'udh', 'anak', 'paling', 'stunting', 'anak']",neutral,neutral
its_campus,its_campus, Permasalahan tersebut harus ditanggapi serius karena berpengaruh pada kualitas hidup anak ungkap Felicia. Baca Selengkapnya di https://t.co/faUnKisXYG #ITSCampus #ITSSurabaya #KKN #Stunting,permasalahan tersebut harus ditanggapi serius karena berpengaruh pada kualitas hidup anak ungkap felicia baca selengkapnya di itscampus itssurabaya kkn stunting,"['permasalahan', 'tersebut', 'harus', 'ditanggapi', 'serius', 'karena', 'berpengaruh', 'pada', 'kualitas', 'hidup', 'anak', 'ungkap', 'felicia', 'baca', 'selengkapnya', 'di', 'itscampus', 'itssurabaya', 'kkn', 'stunting']","['permasalahan', 'tersebut', 'harus', 'ditanggapi', 'serius', 'karena', 'berpengaruh', 'pada', 'kualitas', 'hidup', 'anak', 'ungkap', 'felicia', 'baca', 'selengkapnya', 'di', 'itscampus', 'itssurabaya', 'kkn', 'stunting']",permasalahan ditanggapi berpengaruh kualitas anak felicia baca selengkapnya itscampus itssurabaya kkn stunting,"['masalah', 'tanggap', 'pengaruh', 'kualitas', 'anak', 'felicia', 'baca', 'lengkap', 'itscampus', 'itssurabaya', 'kkn', 'stunting']",neutral,neutral
its_campus,its_campus,Anggota tim KKN Abmas ITS Felicia Evelina Soetjipto menjelaskan bahwa prevalensi stunting di Indonesia masih cukup tinggi. Hal tersebut terbukti dari bertenggernya Indonesia pada peringkat 27 dari 154 negara dengan tingkat prevalensi stunting tertinggi.,anggota tim kkn abmas its felicia evelina soetjipto menjelaskan bahwa prevalensi stunting di indonesia masih cukup tinggi hal tersebut terbukti dari bertenggernya indonesia pada peringkat dari negara dengan tingkat prevalensi stunting tertinggi,"['anggota', 'tim', 'kkn', 'abmas', 'its', 'felicia', 'evelina', 'soetjipto', 'menjelaskan', 'bahwa', 'prevalensi', 'stunting', 'di', 'indonesia', 'masih', 'cukup', 'tinggi', 'hal', 'tersebut', 'terbukti', 'dari', 'bertenggernya', 'indonesia', 'pada', 'peringkat', 'dari', 'negara', 'dengan', 'tingkat', 'prevalensi', 'stunting', 'tertinggi']","['anggota', 'tim', 'kkn', 'abmas', 'its', 'felicia', 'evelina', 'soetjipto', 'menjelaskan', 'bahwa', 'prevalensi', 'stunting', 'di', 'indonesia', 'masih', 'cukup', 'tinggi', 'hal', 'tersebut', 'terbukti', 'dari', 'bertenggernya', 'indonesia', 'pada', 'peringkat', 'dari', 'negara', 'dengan', 'tingkat', 'prevalensi', 'stunting', 'tertinggi']",anggota tim kkn abmas its felicia evelina soetjipto prevalensi stunting indonesia terbukti bertenggernya indonesia peringkat negara tingkat prevalensi stunting tertinggi,"['anggota', 'tim', 'kkn', 'abmas', 'its', 'felicia', 'evelina', 'soetjipto', 'prevalensi', 'stunting', 'indonesia', 'bukti', 'tengger', 'indonesia', 'peringkat', 'negara', 'tingkat', 'prevalensi', 'stunting', 'tinggi']",neutral,neutral
Adu_Duuuu,dhemit_is_back,@dhemit_is_back Si ibuk nggak takut ntar malah anaknya yang stunting,dhemit is back si ibuk nggak takut ntar malah anaknya yang stunting,"['dhemit', 'is', 'back', 'si', 'ibuk', 'nggak', 'takut', 'ntar', 'malah', 'anaknya', 'yang', 'stunting']","['dhemit', 'is', 'back', 'si', 'ibuk', 'tidak', 'takut', 'nanti', 'justru', 'anaknya', 'yang', 'stunting']",dhemit is back ibuk takut anaknya stunting,"['dhemit', 'is', 'back', 'ibuk', 'takut', 'anak', 'stunting']",negative,neutral
yusufasmc,dhemit_is_back,@dhemit_is_back Gak heran stunting bukan di cegah tapi si Budi daya...,dhemit is back gak heran stunting bukan di cegah tapi si budi daya,"['dhemit', 'is', 'back', 'gak', 'heran', 'stunting', 'bukan', 'di', 'cegah', 'tapi', 'si', 'budi', 'daya']","['dhemit', 'is', 'back', 'gak', 'heran', 'stunting', 'bukan', 'di', 'cegah', 'tetapi', 'si', 'budi', 'daya']",dhemit is back heran stunting cegah budi daya,"['dhemit', 'is', 'back', 'heran', 'stunting', 'cegah', 'budi', 'daya']",negative,neutral
remarknoism,meuongieo,@meuongieo emg kamu tb berapa kak ak 155 stunting kh,meuongieo emg kamu tb berapa kak ak stunting kh,"['meuongieo', 'emg', 'kamu', 'tb', 'berapa', 'kak', 'ak', 'stunting', 'kh']","['meuongieo', 'emg', 'kamu', 'tb', 'berapa', 'kak', 'saya', 'stunting', 'kh']",meuongieo emg tb kak stunting kh,"['meuongieo', 'emg', 'tb', 'kak', 'stunting', 'kh']",negative,neutral
bpompangkalpng,bpompangkalpng,Pola konsumsi pangan dengan gizi yang tidak seimbang dapat mengganggu kesehatan khususnya remaja usia sekolah. Kesehatan yang buruk pada remaja akan memicu rendahnya kualitas sumber daya manusia Indonesia hal ini berpeluang besar meningkatkan angka stunting kedepannya.,pola konsumsi pangan dengan gizi yang tidak seimbang dapat mengganggu kesehatan khususnya remaja usia sekolah kesehatan yang buruk pada remaja akan memicu rendahnya kualitas sumber daya manusia indonesia hal ini berpeluang besar meningkatkan angka stunting kedepannya,"['pola', 'konsumsi', 'pangan', 'dengan', 'gizi', 'yang', 'tidak', 'seimbang', 'dapat', 'mengganggu', 'kesehatan', 'khususnya', 'remaja', 'usia', 'sekolah', 'kesehatan', 'yang', 'buruk', 'pada', 'remaja', 'akan', 'memicu', 'rendahnya', 'kualitas', 'sumber', 'daya', 'manusia', 'indonesia', 'hal', 'ini', 'berpeluang', 'besar', 'meningkatkan', 'angka', 'stunting', 'kedepannya']","['pola', 'konsumsi', 'pangan', 'dengan', 'gizi', 'yang', 'tidak', 'seimbang', 'dapat', 'mengganggu', 'kesehatan', 'khususnya', 'remaja', 'usia', 'sekolah', 'kesehatan', 'yang', 'buruk', 'pada', 'remaja', 'akan', 'memicu', 'rendahnya', 'kualitas', 'sumber', 'daya', 'manusia', 'indonesia', 'hal', 'ini', 'berpeluang', 'besar', 'meningkatkan', 'angka', 'stunting', 'kedepannya']",pola konsumsi pangan gizi seimbang mengganggu kesehatan remaja usia sekolah kesehatan buruk remaja memicu rendahnya kualitas sumber daya indonesia berpeluang meningkatkan angka stunting kedepannya,"['pola', 'konsumsi', 'pangan', 'gizi', 'imbang', 'ganggu', 'sehat', 'remaja', 'usia', 'sekolah', 'sehat', 'buruk', 'remaja', 'picu', 'rendah', 'kualitas', 'sumber', 'daya', 'indonesia', 'peluang', 'tingkat', 'angka', 'stunting', 'depan']",negative,neutral
bpompangkalpng,bpompangkalpng,KIE dibuka secara resmi oleh Sugio selaku Kepala Sekolah MAN 1 Bangka Barat. Dalam sambutannya beliau mengatakan bahwa sangat penting remaja putri dan putra paham pencegahan stunting agar kedepannya dapat mendapatkan keturunan yang sholeh sholehah serta sehat tanpa stunting.,kie dibuka secara resmi oleh sugio selaku kepala sekolah man bangka barat dalam sambutannya beliau mengatakan bahwa sangat penting remaja putri dan putra paham pencegahan stunting agar kedepannya dapat mendapatkan keturunan yang sholeh sholehah serta sehat tanpa stunting,"['kie', 'dibuka', 'secara', 'resmi', 'oleh', 'sugio', 'selaku', 'kepala', 'sekolah', 'man', 'bangka', 'barat', 'dalam', 'sambutannya', 'beliau', 'mengatakan', 'bahwa', 'sangat', 'penting', 'remaja', 'putri', 'dan', 'putra', 'paham', 'pencegahan', 'stunting', 'agar', 'kedepannya', 'dapat', 'mendapatkan', 'keturunan', 'yang', 'sholeh', 'sholehah', 'serta', 'sehat', 'tanpa', 'stunting']","['kie', 'dibuka', 'secara', 'resmi', 'oleh', 'sugio', 'selaku', 'kepala', 'sekolah', 'man', 'bangka', 'barat', 'dalam', 'sambutannya', 'beliau', 'mengatakan', 'bahwa', 'sangat', 'penting', 'remaja', 'putri', 'dan', 'putra', 'paham', 'pencegahan', 'stunting', 'agar', 'kedepannya', 'dapat', 'mendapatkan', 'keturunan', 'yang', 'sholeh', 'sholehah', 'serta', 'sehat', 'tanpa', 'stunting']",kie dibuka resmi sugio kepala sekolah man bangka barat sambutannya beliau remaja putri putra paham pencegahan stunting kedepannya keturunan sholeh sholehah sehat stunting,"['kie', 'buka', 'resmi', 'sugio', 'kepala', 'sekolah', 'man', 'bangka', 'barat', 'sambut', 'beliau', 'remaja', 'putri', 'putra', 'paham', 'cegah', 'stunting', 'depan', 'turun', 'sholeh', 'sholehah', 'sehat', 'stunting']",neutral,neutral
bpompangkalpng,bpompangkalpng,salah satunya dengan melaksanakan KIE terkait stunting ke pelajar. Diketahui bahwa pola konsumsi dan gizi yang buruk pada usia remaja dapat memicu terganggunya kesehatan remaja putri yang akhirnya akan berdampak melahirkan anak stunting.,salah satunya dengan melaksanakan kie terkait stunting ke pelajar diketahui bahwa pola konsumsi dan gizi yang buruk pada usia remaja dapat memicu terganggunya kesehatan remaja putri yang akhirnya akan berdampak melahirkan anak stunting,"['salah', 'satunya', 'dengan', 'melaksanakan', 'kie', 'terkait', 'stunting', 'ke', 'pelajar', 'diketahui', 'bahwa', 'pola', 'konsumsi', 'dan', 'gizi', 'yang', 'buruk', 'pada', 'usia', 'remaja', 'dapat', 'memicu', 'terganggunya', 'kesehatan', 'remaja', 'putri', 'yang', 'akhirnya', 'akan', 'berdampak', 'melahirkan', 'anak', 'stunting']","['salah', 'satunya', 'dengan', 'melaksanakan', 'kie', 'terkait', 'stunting', 'ke', 'pelajar', 'diketahui', 'bahwa', 'pola', 'konsumsi', 'dan', 'gizi', 'yang', 'buruk', 'pada', 'usia', 'remaja', 'dapat', 'memicu', 'terganggunya', 'kesehatan', 'remaja', 'putri', 'yang', 'akhirnya', 'akan', 'berdampak', 'melahirkan', 'anak', 'stunting']",salah satunya melaksanakan kie terkait stunting pelajar pola konsumsi gizi buruk usia remaja memicu terganggunya kesehatan remaja putri berdampak melahirkan anak stunting,"['salah', 'satu', 'laksana', 'kie', 'kait', 'stunting', 'ajar', 'pola', 'konsumsi', 'gizi', 'buruk', 'usia', 'remaja', 'picu', 'ganggu', 'sehat', 'remaja', 'putri', 'dampak', 'lahir', 'anak', 'stunting']",neutral,neutral
bpompangkalpng,bpompangkalpng,Kegiatan ini bertujuan meningkatkan pengetahuan dan kesadaran dalam menerapkan gizi seimbang serta pencegahan stunting sejak remaja.BPOM di Pangkalpinang secara aktif melaksanakan peran dalam pencegahan dan penurunan stunting di Provinsi Kepulauan Bangka Belitung ,kegiatan ini bertujuan meningkatkan pengetahuan dan kesadaran dalam menerapkan gizi seimbang serta pencegahan stunting sejak remaja bpom di pangkalpinang secara aktif melaksanakan peran dalam pencegahan dan penurunan stunting di provinsi kepulauan bangka belitung,"['kegiatan', 'ini', 'bertujuan', 'meningkatkan', 'pengetahuan', 'dan', 'kesadaran', 'dalam', 'menerapkan', 'gizi', 'seimbang', 'serta', 'pencegahan', 'stunting', 'sejak', 'remaja', 'bpom', 'di', 'pangkalpinang', 'secara', 'aktif', 'melaksanakan', 'peran', 'dalam', 'pencegahan', 'dan', 'penurunan', 'stunting', 'di', 'provinsi', 'kepulauan', 'bangka', 'belitung']","['kegiatan', 'ini', 'bertujuan', 'meningkatkan', 'pengetahuan', 'dan', 'kesadaran', 'dalam', 'menerapkan', 'gizi', 'seimbang', 'serta', 'pencegahan', 'stunting', 'sejak', 'remaja', 'bpom', 'di', 'pangkalpinang', 'secara', 'aktif', 'melaksanakan', 'peran', 'dalam', 'pencegahan', 'dan', 'penurunan', 'stunting', 'di', 'provinsi', 'kepulauan', 'bangka', 'belitung']",kegiatan bertujuan meningkatkan kesadaran menerapkan gizi seimbang pencegahan stunting remaja bpom pangkalpinang aktif melaksanakan peran pencegahan penurunan stunting provinsi kepulauan bangka belitung,"['giat', 'tuju', 'tingkat', 'sadar', 'terap', 'gizi', 'imbang', 'cegah', 'stunting', 'remaja', 'bpom', 'pangkalpinang', 'aktif', 'laksana', 'peran', 'cegah', 'turun', 'stunting', 'provinsi', 'pulau', 'bangka', 'belitung']",neutral,neutral
thenekoyuki,hyde_myself,@hyde_myself Gw selalu mikirnya gini buk: 42 7% persen balita stunting di thn 1993 itu yg skrg usia produktif tenaga kerja (umur 30-40). Hampir separuh SDM indonesia punya potensi gangguan perkembangan kognitif. Hasilnya mgkn ya yg skrg kita lihat sendiri... https://t.co/dyEZVJ6Oq7,hyde myself gw selalu mikirnya gini buk persen balita stunting di thn itu yg skrg usia produktif tenaga kerja umur hampir separuh sdm indonesia punya potensi gangguan perkembangan kognitif hasilnya mgkn ya yg skrg kita lihat sendiri,"['hyde', 'myself', 'gw', 'selalu', 'mikirnya', 'gini', 'buk', 'persen', 'balita', 'stunting', 'di', 'thn', 'itu', 'yg', 'skrg', 'usia', 'produktif', 'tenaga', 'kerja', 'umur', 'hampir', 'separuh', 'sdm', 'indonesia', 'punya', 'potensi', 'gangguan', 'perkembangan', 'kognitif', 'hasilnya', 'mgkn', 'ya', 'yg', 'skrg', 'kita', 'lihat', 'sendiri']","['hyde', 'myself', 'saya', 'selalu', 'mikirnya', 'gini', 'buk', 'persen', 'balita', 'stunting', 'di', 'tahun', 'itu', 'yang', 'skrg', 'usia', 'produktif', 'tenaga', 'kerja', 'umur', 'hampir', 'separuh', 'sdm', 'indonesia', 'punya', 'potensi', 'gangguan', 'perkembangan', 'kognitif', 'hasilnya', 'mungkin', 'iya', 'yang', 'skrg', 'kita', 'lihat', 'sendiri']",hyde myself mikirnya buk persen balita stunting skrg usia produktif tenaga kerja umur separuh sdm indonesia potensi gangguan perkembangan kognitif hasilnya skrg lihat,"['hyde', 'myself', 'mikirnya', 'buk', 'persen', 'balita', 'stunting', 'skrg', 'usia', 'produktif', 'tenaga', 'kerja', 'umur', 'paruh', 'sdm', 'indonesia', 'potensi', 'ganggu', 'kembang', 'kognitif', 'hasil', 'skrg', 'lihat']",negative,neutral
TruthSvk,TruthSvk,Angka kematian ibu dan bayi serta stunting 70% penyebabnya krn nikah muda..fakta!!! Krn itu pemerintah skrng gencar2nya melakukan pemeriksaan kesehatan reproduksi sejak catin/calon pengantin.. berkolabirasi dengan KUA,angka kematian ibu dan bayi serta stunting penyebabnya krn nikah muda fakta krn itu pemerintah skrng melakukan pemeriksaan kesehatan reproduksi sejak catin calon pengantin berkolabirasi dengan kua,"['angka', 'kematian', 'ibu', 'dan', 'bayi', 'serta', 'stunting', 'penyebabnya', 'krn', 'nikah', 'muda', 'fakta', 'krn', 'itu', 'pemerintah', 'skrng', 'melakukan', 'pemeriksaan', 'kesehatan', 'reproduksi', 'sejak', 'catin', 'calon', 'pengantin', 'berkolabirasi', 'dengan', 'kua']","['angka', 'kematian', 'ibu', 'dan', 'bayi', 'serta', 'stunting', 'penyebabnya', 'karena', 'nikah', 'muda', 'fakta', 'karena', 'itu', 'pemerintah', 'skrng', 'melakukan', 'pemeriksaan', 'kesehatan', 'reproduksi', 'sejak', 'catin', 'calon', 'pengantin', 'berkolabirasi', 'dengan', 'kua']",angka kematian bayi stunting penyebabnya nikah muda fakta pemerintah skrng pemeriksaan kesehatan reproduksi catin calon pengantin berkolabirasi kua,"['angka', 'mati', 'bayi', 'stunting', 'sebab', 'nikah', 'muda', 'fakta', 'perintah', 'skrng', 'periksa', 'sehat', 'reproduksi', 'catin', 'calon', 'pengantin', 'berkolabirasi', 'kua']",neutral,neutral
slamet_iruddin,HarcumTj,@HarcumTj Ini adalah langkah positif untuk mengurangi angka stunting di Indonesia!,harcumtj ini adalah langkah positif untuk mengurangi angka stunting di indonesia,"['harcumtj', 'ini', 'adalah', 'langkah', 'positif', 'untuk', 'mengurangi', 'angka', 'stunting', 'di', 'indonesia']","['harcumtj', 'ini', 'adalah', 'langkah', 'positif', 'untuk', 'mengurangi', 'angka', 'stunting', 'di', 'indonesia']",harcumtj langkah positif mengurangi angka stunting indonesia,"['harcumtj', 'langkah', 'positif', 'kurang', 'angka', 'stunting', 'indonesia']",positive,neutral
eirads_,Sabo1361096,@Sabo1361096 @ScariestProject Stunting Om? Susah amat pahamin konteks permasalahan yang gua highlight.,scariestproject stunting om susah amat pahamin konteks permasalahan yang gua highlight,"['scariestproject', 'stunting', 'om', 'susah', 'amat', 'pahamin', 'konteks', 'permasalahan', 'yang', 'gua', 'highlight']","['scariestproject', 'stunting', 'om', 'susah', 'amat', 'pahamin', 'konteks', 'permasalahan', 'yang', 'saya', 'highlight']",scariestproject stunting om susah pahamin konteks permasalahan highlight,"['scariestproject', 'stunting', 'om', 'susah', 'pahamin', 'konteks', 'masalah', 'highlight']",negative,positive
panggilull,panggilull,@iyaaziiii @dhemit_is_back Kalo kayak yang di video ini mah keterlaluan banget astagfirullah. Desa itu harus menganggarkan untuk ibu hamil dan stunting loh dan nominalnya gak sedikit (aku lupa berapa % dari 100%). Kalo gitu mending laporin ajasih dzolim udahan ke rakyat sendiri.,iyaaziiii dhemit is back kalo kayak yang di video ini mah keterlaluan banget astagfirullah desa itu harus menganggarkan untuk ibu hamil dan stunting loh dan nominalnya gak sedikit aku lupa berapa dari kalo gitu mending laporin ajasih dzolim udahan ke rakyat sendiri,"['iyaaziiii', 'dhemit', 'is', 'back', 'kalo', 'kayak', 'yang', 'di', 'video', 'ini', 'mah', 'keterlaluan', 'banget', 'astagfirullah', 'desa', 'itu', 'harus', 'menganggarkan', 'untuk', 'ibu', 'hamil', 'dan', 'stunting', 'loh', 'dan', 'nominalnya', 'gak', 'sedikit', 'aku', 'lupa', 'berapa', 'dari', 'kalo', 'gitu', 'mending', 'laporin', 'ajasih', 'dzolim', 'udahan', 'ke', 'rakyat', 'sendiri']","['iyaaziiii', 'dhemit', 'is', 'back', 'kalau', 'kayak', 'yang', 'di', 'video', 'ini', 'mah', 'keterlaluan', 'sangat', 'astagfirullah', 'desa', 'itu', 'harus', 'menganggarkan', 'untuk', 'ibu', 'hamil', 'dan', 'stunting', 'loh', 'dan', 'nominalnya', 'gak', 'sedikit', 'aku', 'lupa', 'berapa', 'dari', 'kalau', 'seperti itu', 'lebih baik', 'laporin', 'ajasih', 'dzolim', 'udahan', 'ke', 'rakyat', 'sendiri']",iyaaziiii dhemit is back kayak video mah astagfirullah desa menganggarkan hamil stunting nominalnya lupa laporin ajasih dzolim udahan rakyat,"['iyaaziiii', 'dhemit', 'is', 'back', 'kayak', 'video', 'mah', 'astagfirullah', 'desa', 'anggar', 'hamil', 'stunting', 'nominal', 'lupa', 'laporin', 'ajasih', 'dzolim', 'udahan', 'rakyat']",negative,neutral
panggilull,panggilull,@iyaaziiii @dhemit_is_back Aku sudah dapat 2x susu ibu hamil dari desa alhamdulillah. Karena sekarang ibu hamil sangat diperhatikan sekali untuk mengurangi angka stunting.,iyaaziiii dhemit is back aku sudah dapat susu ibu hamil dari desa alhamdulillah karena sekarang ibu hamil sangat diperhatikan sekali untuk mengurangi angka stunting,"['iyaaziiii', 'dhemit', 'is', 'back', 'aku', 'sudah', 'dapat', 'susu', 'ibu', 'hamil', 'dari', 'desa', 'alhamdulillah', 'karena', 'sekarang', 'ibu', 'hamil', 'sangat', 'diperhatikan', 'sekali', 'untuk', 'mengurangi', 'angka', 'stunting']","['iyaaziiii', 'dhemit', 'is', 'back', 'aku', 'sudah', 'dapat', 'susu', 'ibu', 'hamil', 'dari', 'desa', 'alhamdulillah', 'karena', 'sekarang', 'ibu', 'hamil', 'sangat', 'diperhatikan', 'sekali', 'untuk', 'mengurangi', 'angka', 'stunting']",iyaaziiii dhemit is back susu hamil desa alhamdulillah hamil diperhatikan mengurangi angka stunting,"['iyaaziiii', 'dhemit', 'is', 'back', 'susu', 'hamil', 'desa', 'alhamdulillah', 'hamil', 'perhati', 'kurang', 'angka', 'stunting']",neutral,neutral
dedewils,dedewils,orang Indonesia yg menikah lebih banyak yg bertujuan untuk punya anak. sementara jika usia Ibu masih terlalu muda maka lebih berpotensi menimbulkan masalah kesehatan. kesehatan Ibu maupun anak salah satunya stunting.,orang indonesia yg menikah lebih banyak yg bertujuan untuk punya anak sementara jika usia ibu masih terlalu muda maka lebih berpotensi menimbulkan masalah kesehatan kesehatan ibu maupun anak salah satunya stunting,"['orang', 'indonesia', 'yg', 'menikah', 'lebih', 'banyak', 'yg', 'bertujuan', 'untuk', 'punya', 'anak', 'sementara', 'jika', 'usia', 'ibu', 'masih', 'terlalu', 'muda', 'maka', 'lebih', 'berpotensi', 'menimbulkan', 'masalah', 'kesehatan', 'kesehatan', 'ibu', 'maupun', 'anak', 'salah', 'satunya', 'stunting']","['orang', 'indonesia', 'yang', 'menikah', 'lebih', 'banyak', 'yang', 'bertujuan', 'untuk', 'punya', 'anak', 'sementara', 'jika', 'usia', 'ibu', 'masih', 'terlalu', 'muda', 'maka', 'lebih', 'berpotensi', 'menimbulkan', 'masalah', 'kesehatan', 'kesehatan', 'ibu', 'maupun', 'anak', 'salah', 'satunya', 'stunting']",orang indonesia menikah bertujuan anak usia muda berpotensi menimbulkan kesehatan kesehatan anak salah satunya stunting,"['orang', 'indonesia', 'meni', 'tuju', 'anak', 'usia', 'muda', 'potensi', 'timbul', 'sehat', 'sehat', 'anak', 'salah', 'satu', 'stunting']",neutral,neutral
Avicenna__13,bacottetangga__,@bacottetangga__ @kegblgnunfaedh Mencegah stunting tapi makanannya snack ANEH,bacottetangga kegblgnunfaedh mencegah stunting tapi makanannya snack aneh,"['bacottetangga', 'kegblgnunfaedh', 'mencegah', 'stunting', 'tapi', 'makanannya', 'snack', 'aneh']","['bacottetangga', 'kegblgnunfaedh', 'mencegah', 'stunting', 'tetapi', 'makanannya', 'snack', 'aneh']",bacottetangga kegblgnunfaedh mencegah stunting makanannya snack aneh,"['bacottetangga', 'kegblgnunfaedh', 'cegah', 'stunting', 'makan', 'snack', 'aneh']",negative,neutral
CacaMar74146085,tanyakanrl,@tanyakanrl Goblok amat pemikiran lu makin byk influencer kek mereka inilah yg bikin makin byk anak stunting byk pengikutnya yg gk semampu mrk tp ikut2 gaya hidupnya knp tolol amat sih gedek gue,tanyakanrl goblok amat pemikiran lu makin byk influencer kek mereka inilah yg bikin makin byk anak stunting byk pengikutnya yg gk semampu mrk tp gaya hidupnya knp tolol amat sih gedek gue,"['tanyakanrl', 'goblok', 'amat', 'pemikiran', 'lu', 'makin', 'byk', 'influencer', 'kek', 'mereka', 'inilah', 'yg', 'bikin', 'makin', 'byk', 'anak', 'stunting', 'byk', 'pengikutnya', 'yg', 'gk', 'semampu', 'mrk', 'tp', 'gaya', 'hidupnya', 'knp', 'tolol', 'amat', 'sih', 'gedek', 'gue']","['tanyakanrl', 'bodoh', 'amat', 'pemikiran', 'kamu', 'makin', 'banyak', 'influencer', 'seperti', 'mereka', 'inilah', 'yang', 'bikin', 'makin', 'banyak', 'anak', 'stunting', 'banyak', 'pengikutnya', 'yang', 'gk', 'semampu', 'mrk', 'tapi', 'gaya', 'hidupnya', 'kenapa', 'tolol', 'amat', 'sih', 'gedek', 'saya']",tanyakanrl bodoh pemikiran influencer anak stunting pengikutnya gk mrk gaya hidupnya tolol gedek,"['tanyakanrl', 'bodoh', 'pikir', 'influencer', 'anak', 'stunting', 'ikut', 'gk', 'mrk', 'gaya', 'hidup', 'tolol', 'gedek']",negative,neutral
Cillipari,reinharthrm,@reinharthrm Rakyat disuruh kreatif. Tapi balik lagi prevalensi stunting kita 24% mau diajarin kreatif kaya apa juga gak bakal nyampe. Sama kaya Mulyono disuruh baca filsafat gak bakal nyampe. Taunya Kungfu komang/sinchan.,reinharthrm rakyat disuruh kreatif tapi balik lagi prevalensi stunting kita mau diajarin kreatif kaya apa juga gak bakal nyampe sama kaya mulyono disuruh baca filsafat gak bakal nyampe taunya kungfu komang sinchan,"['reinharthrm', 'rakyat', 'disuruh', 'kreatif', 'tapi', 'balik', 'lagi', 'prevalensi', 'stunting', 'kita', 'mau', 'diajarin', 'kreatif', 'kaya', 'apa', 'juga', 'gak', 'bakal', 'nyampe', 'sama', 'kaya', 'mulyono', 'disuruh', 'baca', 'filsafat', 'gak', 'bakal', 'nyampe', 'taunya', 'kungfu', 'komang', 'sinchan']","['reinharthrm', 'rakyat', 'disuruh', 'kreatif', 'tetapi', 'balik', 'lagi', 'prevalensi', 'stunting', 'kita', 'ingin', 'diajarin', 'kreatif', 'kaya', 'apa', 'ya', 'gak', 'bakal', 'nyampe', 'sama', 'kaya', 'mulyono', 'disuruh', 'baca', 'filsafat', 'gak', 'bakal', 'nyampe', 'taunya', 'kungfu', 'komang', 'sinchan']",reinharthrm rakyat disuruh kreatif prevalensi stunting diajarin kreatif kaya nyampe kaya mulyono disuruh baca filsafat nyampe taunya kungfu komang sinchan,"['reinharthrm', 'rakyat', 'suruh', 'kreatif', 'prevalensi', 'stunting', 'diajarin', 'kreatif', 'kaya', 'nyampe', 'kaya', 'mulyono', 'suruh', 'baca', 'filsafat', 'nyampe', 'tau', 'kungfu', 'komang', 'sinchan']",neutral,neutral
HetianTENDING,BakerKoga,@BakerKoga GUA ORANG KAYA GIZI TERCUKUPI. YA KALI GUA STUNTING?,bakerkoga gua orang kaya gizi tercukupi ya kali gua stunting,"['bakerkoga', 'gua', 'orang', 'kaya', 'gizi', 'tercukupi', 'ya', 'kali', 'gua', 'stunting']","['bakerkoga', 'saya', 'orang', 'kaya', 'gizi', 'tercukupi', 'iya', 'kali', 'saya', 'stunting']",bakerkoga orang kaya gizi tercukupi kali stunting,"['bakerkoga', 'orang', 'kaya', 'gizi', 'cukup', 'kali', 'stunting']",positive,neutral
